id,gap_exp,gap_gdbt,label
459,1.869,1.900738718,Train
254,2.131,1.990159353,Train
1920,2.241,2.189875871,Train
303,2.48,2.376068697,Train
1156,2.372,2.371301818,Train
676,2.177,2.26186578,Train
1550,2.615,2.640763524,Train
2192,1.805,1.751862629,Train
4642,1.762,1.752215206,Train
4942,2.624,2.573677598,Train
3658,2.634,2.658207027,Train
41,2.542,2.441848325,Train
4916,1.615,1.614795527,Train
1549,2.599,2.450625022,Train
1264,2.189,2.073715659,Train
3532,1.943,1.912672146,Train
865,2.511,2.594320987,Train
3141,3.103,3.234181424,Train
2570,1.836,1.962679071,Train
1663,2.183,2.074542028,Train
4888,2.143,2.347037553,Train
2825,3.21,3.109596569,Train
3892,2.368,2.31058399,Train
4120,2.261,2.321482654,Train
1041,2.851,2.859636375,Train
1612,2.82,2.562692719,Train
3055,2.654,2.664974784,Train
2438,2.332,2.359235607,Train
187,2.549,2.415965337,Train
932,2,2.050053851,Train
251,1.948,1.920431782,Train
3201,2.499,2.579484951,Train
357,2.993,2.831994979,Train
278,1.266,1.750727509,Train
1717,2.732,2.760998359,Train
1463,2.769,2.690801847,Train
2933,2.072,2.116158325,Train
2280,2.253,2.234361725,Train
1923,2.46,2.528296542,Train
610,1.837,1.932225444,Train
4020,2.016,2.104504756,Train
1374,1.841,1.833291779,Train
2694,3.106,3.082147365,Train
328,2.425,2.382253767,Train
781,2.725,2.730814217,Train
3537,2.231,2.256492732,Train
3900,1.756,1.865207677,Train
1962,2.451,2.215129638,Train
3672,2.696,2.770974878,Train
4072,1.801,1.886070266,Train
3019,2.432,2.448822744,Train
2673,2.922,2.863611033,Train
2476,1.994,1.961146479,Train
3649,1.903,1.908080225,Train
3212,2.22,2.283528286,Train
2420,2.212,1.990627405,Train
3773,2.814,2.826388988,Train
2115,1.78,1.674093044,Train
2713,2.691,2.56317395,Train
3127,2.709,2.747094755,Train
2560,2.586,2.550540327,Train
4508,1.987,1.959993021,Train
784,2.408,2.458496454,Train
4325,2.18,2.133400786,Train
3223,1.931,2.031961741,Train
522,2.147,2.113474555,Train
4121,2.649,2.708437716,Train
3449,2.631,2.64263036,Train
1210,2.206,2.157451956,Train
1083,2.581,2.511687107,Train
1017,2.952,2.86300887,Train
1403,2.686,2.748414056,Train
1723,1.916,1.855152215,Train
3417,2.178,2.300427584,Train
4692,1.933,2.011892435,Train
1244,2.842,2.805509875,Train
4157,2.102,2.076714868,Train
4161,2.803,2.78039116,Train
145,2.653,2.685834045,Train
8,2.658,2.690832291,Train
3706,2.679,2.617446501,Train
3297,2.105,2.130079825,Train
540,3.274,3.063018642,Train
80,3.056,2.991735177,Train
1978,2.628,2.529586752,Train
2210,2.457,2.432446599,Train
4254,2.737,2.369909214,Train
3041,3.309,3.144719196,Train
1106,2.286,2.323235701,Train
1444,2.549,2.488197636,Train
1846,2.35,2.31787652,Train
2032,2.336,2.375511898,Train
331,1.837,1.896884889,Train
359,2.198,2.369146135,Train
1915,3.009,2.817865384,Train
486,2.086,2.12656305,Train
1187,2.448,2.508134499,Train
13,2.749,2.680018063,Train
3262,2.625,2.640257256,Train
3515,2.051,2.105919081,Train
2427,1.868,2.029378185,Train
3195,2.438,2.42940743,Train
4648,2.62,2.658165087,Train
1610,2.358,2.381559053,Train
2226,2.432,2.209920584,Train
757,2.41,2.456260983,Train
1063,2.062,2.164008461,Train
90,2.716,2.704773695,Train
84,1.917,1.954941208,Train
4556,2.765,2.573965359,Train
4133,3.283,3.239496438,Train
3346,2.001,2.093021243,Train
966,2.134,2.133549021,Train
4837,2.524,2.397301541,Train
4127,2.162,2.085481804,Train
4162,2.334,2.414918128,Train
59,2.122,2.118527684,Train
4257,2.192,2.319552951,Train
1918,2.156,2.230165631,Train
1976,2.917,2.788069115,Train
3897,2.8,2.68930601,Train
4871,2.474,2.455921442,Train
4130,2.734,2.579991359,Train
4398,3.133,3.090361075,Train
2688,2.481,2.497806255,Train
1673,1.983,2.023722354,Train
4705,2.746,2.861136766,Train
4988,1.785,1.85553942,Train
4766,1.871,1.865600323,Train
439,2.127,2.137764307,Train
2488,2.117,2.097282166,Train
477,2.393,2.549309383,Train
4792,2.58,2.592817813,Train
1117,2.561,2.525222981,Train
715,1.853,1.862017261,Train
2074,2.237,2.301279556,Train
3788,1.908,1.872010257,Train
2741,2.633,2.656117116,Train
4721,2.824,3.043734122,Train
2054,1.908,1.855200213,Train
1372,3.065,2.94694233,Train
4579,2.722,2.745376031,Train
4426,3.181,3.127364764,Train
3876,2.356,2.479653358,Train
2756,2.712,2.725681683,Train
4547,3.269,3.117805846,Train
3222,1.974,1.949099797,Train
391,2.551,2.697839073,Train
2268,2.698,2.652633906,Train
2911,2.365,2.483497994,Train
1238,2.401,2.402502651,Train
58,2.486,2.508759384,Train
568,2.62,2.627101651,Train
3669,2.27,2.210987826,Train
4575,2.73,2.670080799,Train
3086,1.867,1.885130013,Train
3878,2.837,2.718497426,Train
2751,2.81,2.868377846,Train
26,1.598,1.664928676,Train
4293,2.687,2.638244276,Train
4277,2.113,2.072098201,Train
1897,3.282,3.059272589,Train
3194,1.911,1.923827616,Train
1293,2.361,2.387071049,Train
4216,2.315,2.397278827,Train
1173,2.58,2.695307005,Train
1136,2.254,2.160926176,Train
1626,2.164,2.057636129,Train
717,2.598,2.600658829,Train
1748,2.402,2.415190185,Train
1025,2.948,2.92068052,Train
2432,2.727,2.68161717,Train
588,2.097,2.04326335,Train
3058,2.517,2.61928792,Train
1854,2.524,2.669020736,Train
1477,1.942,1.864822715,Train
3259,2.618,2.61544002,Train
4925,2.106,2.178906813,Train
4805,2.713,2.705262678,Train
3235,2.739,2.715283364,Train
3077,2.086,2.00457587,Train
4772,2.35,2.427916941,Train
2556,2.066,2.106781432,Train
855,1.964,2.073090976,Train
3021,2.706,2.763237323,Train
4007,2.637,2.514587775,Train
3630,2.408,2.488767465,Train
1737,1.903,1.890565113,Train
774,2.15,2.020850744,Train
859,2.124,2.0603476,Train
1785,2.443,2.491889526,Train
4797,1.709,1.721139614,Train
819,2.277,2.40924809,Train
3577,1.845,1.856090322,Train
4074,2.444,2.404691435,Train
3120,1.934,1.986276062,Train
455,2.507,2.403092304,Train
52,2.31,2.329499809,Train
1806,3.343,3.136796192,Train
3882,2.539,2.419350133,Train
20,2.111,2.205671914,Train
3362,2.341,2.366190719,Train
194,2.665,2.205138158,Train
1213,1.97,1.896884889,Train
4893,2.293,2.208885435,Train
1086,2.431,2.537898927,Train
1346,2.573,2.627940128,Train
1217,2.781,2.535956183,Train
2312,2.406,2.476419131,Train
3677,2.389,2.270940226,Train
4436,3.165,3.153864455,Train
1454,2.465,2.566412441,Train
3488,2.347,2.388173587,Train
2341,2.677,2.531733987,Train
3618,2.717,2.702922563,Train
2627,1.978,2.061349747,Train
3462,2.322,2.165358335,Train
3831,2.041,2.072653184,Train
2096,2.6,2.700298396,Train
1756,2.479,2.499495991,Train
4728,2.03,2.020460584,Train
3961,2.644,2.804423486,Train
1735,1.917,1.960669283,Train
1809,1.888,1.90525823,Train
2271,2.003,2.097871052,Train
1970,2.271,2.315917561,Train
585,2.69,2.841776888,Train
4354,2.333,2.427116095,Train
360,2.415,2.373927904,Train
603,3.078,2.977330264,Train
2877,1.644,1.766032651,Train
1727,1.859,1.894978132,Train
4261,2.473,2.382294259,Train
4707,1.759,1.900433205,Train
689,2.017,2.050009715,Train
3074,2.002,1.887799932,Train
1599,2.148,2.035329024,Train
468,1.877,1.855398114,Train
1315,2.352,2.381115595,Train
1147,2.707,2.58415308,Train
1686,2.675,2.826297421,Train
2334,2.177,2.158592552,Train
1222,2.967,2.949662414,Train
1714,2.921,2.905787849,Train
2080,2.521,2.445386657,Train
4360,2.541,2.558859216,Train
2145,3.016,3.097232254,Train
1099,2.823,2.775387854,Train
4561,2.321,2.318688023,Train
4690,2.763,2.658215424,Train
4906,2.144,2.206607913,Train
795,1.893,2.030977143,Train
4489,2.48,2.358400899,Train
4627,2.148,2.168247748,Train
4143,2.302,2.248013791,Train
557,2.791,2.704643129,Train
4912,2.273,2.166195796,Train
4991,2.473,2.548542302,Train
315,2.21,2.281918636,Train
1604,2.211,2.086192763,Train
926,2.642,2.515225337,Train
2181,2.573,2.556876082,Train
1035,2.388,2.387777818,Train
3576,2.751,2.741757589,Train
602,1.955,1.930664728,Train
4555,2.877,2.623370559,Train
1103,2.74,2.682000217,Train
3360,2.419,2.112808244,Train
1592,2.444,2.704841206,Train
67,1.928,1.978946854,Train
4846,2.825,2.642793844,Train
157,2.837,2.825158942,Train
2005,2.428,2.361176012,Train
3594,1.634,2.002015481,Train
1959,2.253,2.063092013,Train
1980,2.426,2.391221665,Train
3044,1.988,2.092840303,Train
4222,2.676,2.856574887,Train
4919,2.644,2.695752816,Train
1648,2.362,2.378786421,Train
4754,2.065,1.910787837,Train
344,2.315,2.342936644,Train
1352,1.776,1.800236629,Train
3569,2.872,2.757818174,Train
442,1.78,1.877217073,Train
3092,2.093,2.102995905,Train
4358,2.347,2.343810415,Train
2205,2.53,2.606823991,Train
4668,2.761,2.829554945,Train
1636,2.916,2.987765591,Train
4550,2.231,2.094964735,Train
505,1.823,1.804797723,Train
3837,2.451,2.460343512,Train
4764,3.058,2.9142131,Train
18,2.102,2.242671227,Train
4256,2.63,2.515443768,Train
2248,2.23,2.359780268,Train
646,2.785,2.666764962,Train
4204,2.473,2.459882707,Train
1930,2.163,2.225817751,Train
772,2.713,2.784035719,Train
47,1.78,1.863075184,Train
3655,2.622,2.547721377,Train
2856,1.682,1.712820079,Train
4507,2.017,1.959145266,Train
1929,2.171,2.196627646,Train
3830,1.935,1.964416388,Train
3978,2.954,2.814823808,Train
3499,2.401,2.297046666,Train
1485,2.669,2.670665,Train
4518,2.387,2.69164463,Train
3108,2.191,2.148834107,Train
1773,2.759,2.763794253,Train
2774,2.632,2.51068805,Train
3761,2.573,2.633821019,Train
3763,2.274,2.423585136,Train
2945,1.798,1.778449965,Train
1743,2.524,2.776240424,Train
2705,2.564,2.594369457,Train
1637,2.804,2.819117398,Train
4483,2.694,2.680951587,Train
3472,2.528,2.492577359,Train
1045,2.591,2.540828974,Train
1211,1.845,1.724106144,Train
1252,2.422,2.341312147,Train
3059,2.763,2.817971259,Train
1010,2.401,2.492929105,Train
3538,3.045,3.030332733,Train
1627,2.447,2.639147559,Train
2461,2.033,2.096997012,Train
3072,2.45,2.488721433,Train
2302,2.032,2.058960053,Train
3005,3.043,3.000869288,Train
2675,2.637,2.650046219,Train
1260,2.875,2.815152077,Train
5023,3.173,3.056508046,Train
2348,1.973,1.991192678,Train
1885,1.781,1.845577383,Train
128,2.471,2.370073305,Train
4838,2.047,2.016679588,Train
1054,2.874,2.731396741,Train
3684,1.833,1.84016537,Train
110,2.705,2.779659937,Train
1257,2.872,2.848745235,Train
1105,1.932,2.064202158,Train
2894,2.773,2.669157938,Train
1925,2.087,1.90065731,Train
2833,2.212,2.373004702,Train
1541,2.101,1.932477266,Train
2434,2.604,2.596002222,Train
3828,1.81,1.78377313,Train
2699,2.973,2.860247949,Train
4693,2.669,2.679065148,Train
2055,2.2,2.188573828,Train
2853,2.017,1.958456504,Train
1845,1.926,1.924736278,Train
4937,2.775,2.819161836,Train
4365,1.729,1.710811292,Train
4228,2.963,2.878380269,Train
2970,1.879,1.946005479,Train
1301,1.898,1.981061618,Train
2132,1.908,1.877905267,Train
1685,3.042,3.004672249,Train
466,1.814,1.869288202,Train
3985,2.454,2.455819438,Train
4065,2.904,2.911128572,Train
1263,2.571,2.694137092,Train
3508,1.849,1.86455404,Train
2506,2.223,2.208627143,Train
3060,2.218,2.284988376,Train
3435,2.493,2.748592865,Train
767,2.563,2.433727674,Train
1394,2.186,2.333215633,Train
1030,1.937,1.947470734,Train
3855,2.282,2.381770344,Train
1348,2.195,2.060832087,Train
5012,2.241,2.258686357,Train
2249,1.798,1.797871815,Train
1857,2.839,2.812954655,Train
1512,2.038,1.961468072,Train
1709,3.214,3.015514898,Train
4118,2.785,2.766604493,Train
354,2.969,3.027103636,Train
3066,1.888,1.85854857,Train
2213,2.702,2.702329906,Train
3993,2.164,2.233539266,Train
1543,3.175,2.926944174,Train
876,2.631,2.468874876,Train
4914,2.507,2.434506082,Train
2209,2.39,2.298681423,Train
2597,2.32,2.414196029,Train
2297,1.942,1.963117951,Train
4694,2.491,2.415907027,Train
3028,1.91,1.834687151,Train
884,2.215,2.275208679,Train
490,1.155,1.993782412,Train
3391,2.374,2.409856319,Train
4623,2.739,2.8011424,Train
3452,2.083,2.247747463,Train
4176,2.37,2.523523714,Train
1142,2.922,2.886851897,Train
822,2.688,2.659382618,Train
492,2.759,2.800081535,Train
665,2.614,2.666557935,Train
4647,2.739,2.649195078,Train
3485,2.513,2.607145762,Train
990,3.255,2.936638484,Train
327,2.154,2.16271034,Train
4361,2.426,2.436889086,Train
139,1.891,2.04154546,Train
4435,2.505,2.692411418,Train
2622,2.954,2.973474455,Train
3777,2.458,2.552094879,Train
250,2.117,2.302566055,Train
342,2.508,2.468635942,Train
4311,1.988,2.009548896,Train
3803,2.982,2.851693392,Train
3744,2.64,2.57797426,Train
2390,3.001,3.040411604,Train
792,2.044,2.169463031,Train
1000,2.305,2.22809548,Train
2628,2.563,2.544637743,Train
441,2.721,2.706684473,Train
2837,2.324,2.367919047,Train
1302,2.121,1.972971185,Train
4594,2.034,1.964523219,Train
1314,2.271,2.316943261,Train
2583,2.494,2.717830097,Train
1019,2.612,2.646194377,Train
916,2.301,2.20639737,Train
43,1.88,1.92073562,Train
3456,2.365,2.382999589,Train
4531,1.756,1.907013147,Train
2128,2.211,2.076798805,Train
3209,2.345,2.335604323,Train
270,2.925,2.903766446,Train
1500,2.181,2.200056276,Train
4700,2.855,2.608103123,Train
511,2.727,2.823743432,Train
475,3.079,3.05380054,Train
532,1.949,1.980128019,Train
4381,1.872,1.863311787,Train
1323,2.444,2.365120098,Train
893,2.643,2.686568838,Train
2871,2.184,2.148283672,Train
267,2.168,2.256714068,Train
233,2.686,2.764630391,Train
1286,2.778,2.906142773,Train
2330,1.881,1.927674698,Train
4924,2.06,2.083240576,Train
2064,2.453,2.44871964,Train
3827,2.028,1.953223552,Train
287,2.352,2.538470058,Train
3139,1.929,1.85926724,Train
733,2.04,1.983588083,Train
2950,2.462,2.271191729,Train
512,1.139,2.010859515,Train
810,2.541,2.558340825,Train
3949,1.975,2.012886846,Train
4264,2.857,2.750210443,Train
3889,2.677,2.694360634,Train
4076,1.822,1.89551567,Train
1679,2.372,2.341193036,Train
815,2.632,2.59238731,Train
828,1.783,1.910912657,Train
3598,2.843,2.874417239,Train
279,1.904,2.015365443,Train
1844,2.02,1.88149624,Train
3526,2.761,2.683395214,Train
2298,1.992,2.091812638,Train
3241,2.856,2.702116618,Train
2403,2.772,2.796882854,Train
3858,2.452,2.33155785,Train
2419,1.786,1.82321623,Train
3093,2.855,2.86967837,Train
3348,2.378,2.386907021,Train
1883,2.161,2.094568236,Train
2079,2.305,2.224096704,Train
166,2.238,2.319050187,Train
2912,1.825,1.84470497,Train
2891,3.03,3.012279202,Train
4454,3.339,3.15535276,Train
3902,2.352,2.383756527,Train
2697,2.609,2.600512254,Train
2890,1.807,1.810508602,Train
4848,2.106,1.915296061,Train
4390,2.861,2.742765344,Train
3722,2.388,2.361496148,Train
4395,2.681,2.698800908,Train
2588,1.983,2.039147001,Train
4657,2.061,2.152795503,Train
1578,2.859,2.813128411,Train
4211,2.148,2.085323994,Train
309,3.008,2.922735943,Train
1827,2.761,2.705987636,Train
3786,2.318,2.368727125,Train
3625,2.406,2.495349883,Train
4414,3.154,3.095938221,Train
1981,1.877,1.930290093,Train
818,2.376,2.374517452,Train
4956,2.462,2.385383557,Train
1779,2.954,2.836741531,Train
2896,2.732,2.731361526,Train
3307,1.996,2.069871535,Train
111,1.904,1.869276683,Train
1539,2.077,2.091652845,Train
1758,2.199,2.249307767,Train
3758,2.032,1.927874169,Train
3015,2.566,2.632731756,Train
4128,2.402,2.575150532,Train
1538,1.839,1.878807515,Train
1165,2.029,2.081523333,Train
892,2.019,1.882405233,Train
970,2.513,2.489251207,Train
3136,2.155,2.192717363,Train
1524,2.194,2.053030542,Train
4455,2.054,2.097427938,Train
1188,3.139,3.118414216,Train
3064,1.939,1.834801664,Train
4312,2.954,2.984351643,Train
2569,1.967,1.990610473,Train
4411,2.516,2.548278837,Train
4880,3.197,3.062285634,Train
2441,3.116,2.956069228,Train
3979,2.633,2.709142982,Train
77,2.669,2.512606295,Train
1417,2.776,2.69960166,Train
262,2.352,2.387174989,Train
198,2.675,2.640951437,Train
2288,1.979,2.069672851,Train
721,3.092,3.027337981,Train
2220,1.933,1.927580065,Train
4538,2.125,2.079966541,Train
4279,2.607,2.833517346,Train
3106,2.035,2.083115961,Train
3861,1.956,2.095027748,Train
2847,2.149,2.137893061,Train
4363,2.889,2.879008692,Train
431,1.974,1.951176167,Train
2429,2.439,2.50074962,Train
950,3.085,2.90061466,Train
2859,2.601,2.434175589,Train
4170,1.872,1.914716494,Train
3084,2.302,2.339907964,Train
3258,2.476,2.36098691,Train
1617,2.084,2.053374532,Train
4756,1.88,1.867400906,Train
4288,2.589,2.494948229,Train
106,2.229,2.353080667,Train
2133,2.886,2.943529496,Train
1226,1.926,1.88498684,Train
1039,2.063,2.094837842,Train
2522,2.625,2.598145629,Train
3243,1.8,1.822378127,Train
4439,2.527,2.628688253,Train
2413,2.067,2.157837226,Train
2479,2.772,2.800361391,Train
513,1.913,1.938483734,Train
1725,1.872,1.878698362,Train
4322,2.593,2.761897768,Train
1678,2.393,2.445797079,Train
1822,2.56,2.556500204,Train
3725,2.346,2.423162517,Train
633,2.348,2.413257685,Train
3422,2.689,2.561080891,Train
2677,2.207,2.021790491,Train
4280,1.983,1.926095794,Train
1964,2.821,2.403483948,Train
1339,2.492,2.632989497,Train
4659,2.909,2.769408185,Train
3957,1.864,1.87406418,Train
301,1.968,1.954755211,Train
2393,2.239,2.266501529,Train
3269,2.769,2.693673463,Train
4624,2.809,2.858781225,Train
1817,3.056,2.978974594,Train
3155,1.78,1.778028812,Train
2642,2.656,2.607799113,Train
3964,3.05,3.098485302,Train
1993,2.524,2.341218646,Train
310,1.951,1.91019792,Train
2783,1.942,1.930552411,Train
2235,1.819,1.825724986,Train
1322,2.194,2.153875061,Train
3959,2.92,2.899388526,Train
4246,2.127,2.003698166,Train
3849,2.699,2.667322354,Train
4999,2.625,2.753978029,Train
4588,2.732,2.73129904,Train
2564,2.274,2.23875921,Train
4932,2.522,2.639720158,Train
4459,2.823,2.727368127,Train
1588,2.629,2.590834633,Train
2342,2.487,2.618812909,Train
1753,2.755,2.594805383,Train
1096,2.302,2.298516252,Train
904,2.16,2.098319752,Train
642,1.991,1.991945121,Train
4590,2.87,2.849342242,Train
4399,2.305,2.382609475,Train
4213,2.592,2.519822062,Train
4529,2.747,2.738229425,Train
2887,1.885,1.974981708,Train
2430,2.895,2.835724694,Train
4380,2.152,2.03914841,Train
593,2.341,2.341400606,Train
3509,2.049,2.055883417,Train
2563,2.489,2.366541959,Train
260,2.694,2.591868204,Train
2880,2.457,2.541979659,Train
3666,2.545,2.624454532,Train
4169,1.883,1.898593927,Train
4030,2.869,2.868684236,Train
4603,1.946,1.925093041,Train
1966,2.584,2.528178217,Train
75,2.214,2.280629199,Train
3559,2.272,2.375618492,Train
3610,2.426,2.440049513,Train
4853,2.781,2.64612566,Train
3496,3.2,3.121475842,Train
2416,2.478,2.27546651,Train
4968,2.164,2.216917217,Train
2801,2.432,2.443404776,Train
4990,2.147,2.267850767,Train
1570,2.024,2.069311698,Train
2653,2.049,2.073125876,Train
3408,2.406,2.063901409,Train
4543,2.106,2.183169826,Train
1840,3.141,3.076697435,Train
1247,2.671,2.676723735,Train
2001,2.219,2.087545943,Train
3249,2.432,2.482932595,Train
2468,2.439,2.423855055,Train
2408,2.422,2.261501514,Train
3211,2.058,2.10051782,Train
2668,2.5,2.569879094,Train
4233,2.365,2.43655722,Train
986,2.623,2.628155794,Train
2082,2.146,2.206723167,Train
2738,2.013,2.057915001,Train
2632,1.94,2.046061876,Train
3776,2.319,2.354545961,Train
2424,2.569,2.54595704,Train
101,2.591,2.670796597,Train
3621,2.827,2.812008144,Train
2043,2.44,2.486921004,Train
1486,2.557,2.475291958,Train
594,1.952,1.944882471,Train
4115,1.83,1.910889812,Train
946,2.564,2.605464543,Train
1901,2.585,2.674500409,Train
1258,2.605,2.571856197,Train
1683,2.011,1.922831694,Train
4852,2.225,1.99312879,Train
2158,2.407,2.402456157,Train
1455,3.095,3.052028591,Train
506,2.708,2.721244204,Train
1453,2.159,2.197707976,Train
4083,2.653,2.570787918,Train
1205,2.591,2.423024815,Train
4790,1.864,1.852579196,Train
2109,2.312,2.333121039,Train
1175,1.783,1.84167291,Train
4821,2.879,2.765425185,Train
4070,1.758,1.812154296,Train
1251,2.763,2.681491106,Train
46,2.23,2.417518789,Train
4218,2.87,2.783859486,Train
3164,2.944,2.88413486,Train
3933,2.368,2.30181463,Train
2567,2.31,2.261266251,Train
3651,2.532,2.736528722,Train
4185,2.782,2.756008412,Train
147,2.687,2.643796702,Train
2968,2.06,2.077290709,Train
2572,2.59,2.597455276,Train
4290,1.975,1.907795606,Train
4653,2.206,2.361656241,Train
2073,2.355,2.400565429,Train
1786,2.297,2.321470543,Train
2084,2.82,2.780052013,Train
4214,2.764,2.838217966,Train
4095,2.489,2.401930247,Train
1145,2.636,2.612834735,Train
2241,3.011,2.905099627,Train
1312,3.167,3.15671567,Train
2190,2.37,2.398736739,Train
312,2.735,2.752171585,Train
3339,1.91,1.865954531,Train
4231,2.895,2.826682782,Train
3295,2.916,2.680761284,Train
2410,2.844,2.837015826,Train
4612,2.294,2.216493464,Train
1192,1.922,1.955132208,Train
4023,3.007,2.936081903,Train
3365,3.005,2.775735895,Train
3755,2.669,2.643436572,Train
1369,2.113,2.046980405,Train
4681,2.933,2.750187565,Train
3218,2.01,2.061891136,Train
2014,2.253,2.426572355,Train
1557,2.387,2.389375433,Train
4064,2.396,2.461189225,Train
152,2.655,2.685834881,Train
3000,2.214,2.179697894,Train
4374,2.186,2.29201781,Train
1611,2.139,2.034433024,Train
3648,2.416,2.459254254,Train
1381,2.183,2.03891368,Train
3121,2.404,2.443308434,Train
1639,2.66,2.722167363,Train
2090,1.891,1.886966287,Train
407,2.14,2.146812627,Train
2053,2.571,2.58706912,Train
55,2.041,2.258579516,Train
4730,2.824,2.863649977,Train
1677,3.111,2.981191067,Train
987,2.337,2.434459983,Train
1067,3.005,3.017718438,Train
1375,2.657,2.679495186,Train
2559,2.429,2.291638684,Train
1304,1.688,1.699005668,Train
4470,1.902,1.917244079,Train
1335,2.512,2.43213288,Train
4571,1.813,1.859364645,Train
2674,2.724,2.57685387,Train
1665,2.19,2.217191491,Train
255,2.654,2.605733434,Train
1279,1.731,1.92074886,Train
2919,2.865,2.832139818,Train
2147,2.165,2.125611953,Train
2941,2.554,2.51382175,Train
4926,2.787,2.801938532,Train
1801,1.845,1.863063964,Train
4131,1.843,1.801233014,Train
915,1.913,1.892696455,Train
5005,2.726,2.745162618,Train
2521,1.748,1.763240716,Train
4195,2.266,2.466214743,Train
3033,2.614,2.580692191,Train
335,2.595,2.648280686,Train
551,2.519,2.54622051,Train
3333,2.098,2.184200736,Train
4442,1.945,1.970671001,Train
4309,1.943,1.98499006,Train
2114,2.274,2.204249125,Train
1716,2.127,2.148483702,Train
1942,1.825,1.850772082,Train
3657,2.524,2.540636342,Train
2029,2.125,2.094707187,Train
718,2.194,2.339287565,Train
4473,2.623,2.695612225,Train
3832,2.544,2.568289466,Train
140,1.99,2.28654683,Train
1880,2.16,2.166658627,Train
1097,2.094,2.087020923,Train
1029,2.608,2.539351877,Train
3130,3.184,3.051215928,Train
2935,2.9,2.790751153,Train
2918,2.022,2.103485196,Train
4832,2,1.984684001,Train
583,2.724,2.728490051,Train
1841,1.86,2.056759921,Train
91,3.213,2.857673819,Train
930,2.712,2.690682474,Train
907,2.528,2.637496637,Train
3718,2.454,2.491564994,Train
3167,2.239,2.310006806,Train
1628,2.323,2.477826996,Train
102,1.939,1.897012621,Train
1866,2.959,2.864579254,Train
4701,2.66,2.738696044,Train
1884,2.72,2.569273942,Train
4542,1.489,2.083926143,Train
1416,2.603,2.569727954,Train
1155,1.91,1.996598082,Train
2326,2.287,2.178849337,Train
2144,2.287,2.401149683,Train
2233,2.049,2.160954351,Train
2704,2.438,2.278182584,Train
208,2.689,2.648209931,Train
1193,2.42,2.446380547,Train
3795,3.188,2.957899148,Train
4655,2.609,2.48992945,Train
724,2.766,2.82066928,Train
1007,1.976,1.909286073,Train
19,2.052,2.016332154,Train
3198,2.092,2.087591307,Train
2516,2.269,2.297332284,Train
1316,2.957,2.962829345,Train
54,1.97,1.990183206,Train
3261,2.107,2.104284522,Train
1859,2.024,2.058399639,Train
2295,2.986,2.832627915,Train
1088,2.392,2.43938814,Train
4248,1.59,1.600780004,Train
4352,2.188,2.043317784,Train
4509,1.924,1.957252183,Train
2313,2.321,2.369175275,Train
1537,2.41,2.376698591,Train
4061,2.69,2.671980342,Train
3185,2.83,3.041988305,Train
4156,2.671,2.606171247,Train
750,2.096,2.074368945,Train
4802,2.29,2.309418362,Train
1126,1.898,1.892806286,Train
2130,2.191,2.222515917,Train
2170,1.895,1.845441319,Train
4438,2.653,2.711782181,Train
3783,2.437,2.4960772,Train
2037,2.359,2.251439489,Train
2979,2.586,2.524597005,Train
2662,2.028,2.081527374,Train
1350,3.07,3.033068636,Train
2482,2.354,2.335582963,Train
1568,2.602,2.506854241,Train
4032,1.825,2.004497381,Train
3710,2.606,2.695414362,Train
1345,2.232,2.121843493,Train
3420,1.947,1.885038199,Train
4012,1.868,1.831351213,Train
3907,2.039,2.102273431,Train
1558,2.648,2.775769718,Train
2737,1.889,1.952978693,Train
1146,2.655,2.819521659,Train
3117,2.432,2.459209041,Train
2262,2.505,2.295048701,Train
193,2.078,2.185043162,Train
3875,2.488,2.43618463,Train
38,2.896,2.836501627,Train
640,1.914,1.832943645,Train
4144,3.138,3.062546138,Train
2698,1.997,1.949215559,Train
3370,2.063,2.029275457,Train
1076,2.102,2.141312385,Train
2844,2.51,2.511598115,Train
1401,2.009,1.902225453,Train
4682,3.01,3.119073234,Train
339,2.412,2.355165416,Train
1528,2.688,2.71566776,Train
2363,2.403,2.56435265,Train
4102,2.165,2.139259569,Train
2207,3.171,3.055101067,Train
293,1.739,1.924089385,Train
2366,2.698,2.69817577,Train
1676,1.863,2.053416889,Train
2765,1.918,1.909423626,Train
1113,2.205,2.301673402,Train
763,1.87,1.90985365,Train
2238,2.154,2.28703734,Train
4898,2.585,2.617603631,Train
978,2.384,2.407043145,Train
3636,1.963,1.948415909,Train
4715,2.403,2.2761949,Train
3423,1.73,1.689793595,Train
4091,2.222,2.301202101,Train
2168,2.066,2.046602365,Train
1661,2.28,2.115890873,Train
4029,1.932,1.908238206,Train
4803,2.445,2.469216875,Train
4295,2.764,2.789219231,Train
811,1.931,1.933175155,Train
3182,2.778,2.573729038,Train
2582,2.874,2.849063232,Train
4749,2.928,2.72414311,Train
479,2.381,2.49227907,Train
1227,2.509,2.540581424,Train
3242,2.535,2.43388284,Train
974,2.58,2.698974595,Train
3101,2.397,2.449104573,Train
1295,2.196,2.188431082,Train
726,2.365,2.38598335,Train
3588,2.001,2.12836653,Train
1421,2.87,2.850207823,Train
870,2.241,2.100280219,Train
3406,2.512,2.457392491,Train
3914,1.915,1.817397014,Train
3954,2.142,2.274154348,Train
4067,2.445,2.680231079,Train
3112,2.137,2.158495284,Train
4847,1.511,1.647483973,Train
4251,2.294,2.271142399,Train
1008,2.768,2.822034935,Train
4712,2.053,2.093926278,Train
